"item_id","point_name","equipment","parent_equipment_name","equipment_type"
10031,Casing Pressure,EMERALD B2H,EMERALD Well Pad,Gas Lift
10032,Tubing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift
10033,Casing Pressure,HALITE A1H,HALITE Well Pad,Gas Lift
10034,Tubing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift
10035,Casing Pressure,HALITE B2H,HALITE Well Pad,Gas Lift
10036,Tubing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift
10037,Casing Pressure,HAWN HOLT 21H,HAWN HOLT 21 Well Pad,Gas Lift
10038,Tubing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift
10039,Casing Pressure,PYRITE 1H,PYRITE Well Pad,Gas Lift
10040,Tubing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift
10041,Casing Pressure,LABRADORITE A 1H,LABRADORITE Well Pad,Gas Lift
10042,Tubing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift
10043,Casing Pressure,LABRADORITE B 2H,LABRADORITE Well Pad,Gas Lift
10044,Tubing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift
10045,Casing Pressure,LABRADORITE C 3H,LABRADORITE Well Pad,Gas Lift
10046,Tubing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift
10047,Casing Pressure,MAMMOTH A 1H,MAMMOTH Well Pad,Gas Lift
10048,Tubing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift
10049,Casing Pressure,LOMBARDO 2H,LOMBARDO Well Pad,Gas Lift
10050,Tubing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift
10051,Casing Pressure,MOONSTONE A1H,MOONSTONE Well Pad,Gas Lift
10052,Tubing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift
10053,Casing Pressure,MOONSTONE B2H,MOONSTONE Well Pad,Gas Lift
10054,Tubing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift
10055,Casing Pressure,EFFENBERGER #4H,EFFENBERGER Well Pad,Gas Lift
10056,Tubing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift
10057,Casing Pressure,EFFENBERGER #5H,EFFENBERGER Well Pad,Gas Lift
10058,Tubing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift
10059,Tubing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift
10060,Casing Pressure,RATTLER A 1H,RATTLER Well Pad,Gas Lift
10061,Casing Pressure,RATTLER B 2H,RATTLER Well Pad,Gas Lift
10062,Tubing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift
10063,Casing Pressure,ROCK CREEK #11H,ROCK CREEK RANCH Well Pad,Gas Lift
10064,Tubing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift
10065,Casing Pressure,ROCK CREEK RANCH UNIT 12H,ROCK CREEK RANCH Well Pad,Gas Lift
10066,Tubing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift
10067,Casing Pressure,ROCK CREEK RANCH 25H,ROCK CREEK RANCH Well Pad,Gas Lift
10068,Tubing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift
10069,Casing Pressure,QUARTZ 1H,QUARTZ Well Pad,Gas Lift
10070,Tubing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift
10071,Tubing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift
10072,Casing Pressure,SAPPHIRE A1H,SAPPHIRE Well Pad,Gas Lift
10073,Casing Pressure,SAPPHIRE B 2H,SAPPHIRE Well Pad,Gas Lift
10074,Tubing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift
10075,Casing Pressure,SERPENTINE A 1H,SERPENTINE Well Pad,Gas Lift
10076,Tubing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift
10077,Casing Pressure,SERPENTINE B 2H,SERPENTINE Well Pad,Gas Lift
10078,Tubing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift
10079,Casing Pressure,SERPENTINE C 3H,SERPENTINE Well Pad,Gas Lift
10080,Tubing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift
10081,Casing Pressure,SHARKTOOTH (SA) UNIT 1 1H,SHARKTOOTH Well Pad,Gas Lift
10082,Tubing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift
10083,Casing Pressure,SHARKTOOTH (SA) UNIT 2 2H,SHARKTOOTH Well Pad,Gas Lift
10084,Tubing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift
10085,Casing Pressure,TOPAZ A 1H,TOPAZ Well Pad,Gas Lift
10086,Tubing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift
10087,Casing Pressure,TOPAZ B 2H,TOPAZ Well Pad,Gas Lift
10088,Tubing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift
10089,Casing Pressure,TOPAZ C 3H,TOPAZ Well Pad,Gas Lift
10090,Tubing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift
10091,Casing Pressure,TURQUOISE A 1H,TURQUOISE Well Pad,Gas Lift
10092,Tubing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift
10093,Casing Pressure,TURQUOISE B 2H,TURQUOISE Well Pad,Gas Lift
10094,Tubing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift
10095,Casing Pressure,TURQUOISE C 3H,TURQUOISE Well Pad,Gas Lift
10096,Tubing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift
10097,Casing Pressure,PLATYPUS HUNTER #2H,HALITE Well Pad,Gas Lift
10098,Tubing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift
10099,Casing Pressure,PLATYPUS HUNTER #3H,HALITE Well Pad,Gas Lift
10114,Flow Rate,BIG FIVE A1 H Water Meter,BIG FIVE A1 H,Water Meter
10115,Flow Today,BIG FIVE A1 H Water Meter,BIG FIVE A1 H,Water Meter
10116,Flow Yesterday,BIG FIVE A1 H Water Meter,BIG FIVE A1 H,Water Meter
10117,Flow Rate,BIG FIVE A1 H Oil Meter,BIG FIVE A1 H,Oil Meter
10118,Flow Today,BIG FIVE A1 H Oil Meter,BIG FIVE A1 H,Oil Meter
10119,Flow Yesterday,BIG FIVE A1 H Oil Meter,BIG FIVE A1 H,Oil Meter
10120,Flow Rate,BIG FIVE B 2H Water Meter,BIG FIVE B 2H,Water Meter
10121,Flow Today,BIG FIVE B 2H Water Meter,BIG FIVE B 2H,Water Meter
10122,Flow Yesterday,BIG FIVE B 2H Water Meter,BIG FIVE B 2H,Water Meter
10123,Flow Rate,BIG FIVE B 2H Oil Meter,BIG FIVE B 2H,Oil Meter
10124,Flow Today,BIG FIVE B 2H Oil Meter,BIG FIVE B 2H,Oil Meter
10125,Flow Yesterday,BIG FIVE B 2H Oil Meter,BIG FIVE B 2H,Oil Meter
10126,Flow Rate,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10127,Flow Today,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10128,Flow Yesterday,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10129,Flow Accumulated,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10131,Differential Pressure,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10132,Static Pressure,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10134,Temperature,BIG FIVE A1 H Gas Lift Meter,BIG FIVE A1 H,Gas Meter
10135,Flow Rate,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10136,Flow Today,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10137,Flow Yesterday,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10138,Flow Accumulated,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10140,Differential Pressure,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10141,Static Pressure,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10143,Temperature,BIG FIVE B 2H Gas Lift Meter,BIG FIVE B 2H,Gas Meter
10144,Flow Rate,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10145,Flow Today,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10146,Flow Yesterday,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10147,Flow Accumulated,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10149,Differential Pressure,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10150,Static Pressure,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10152,Temperature,BIG FIVE A1 H Production Meter,BIG FIVE A1 H,Gas Meter
10153,Flow Rate,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10154,Flow Today,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10155,Flow Yesterday,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10156,Flow Accumulated,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10158,Differential Pressure,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10159,Static Pressure,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10161,Temperature,BIG FIVE B 2H Production Meter,BIG FIVE B 2H,Gas Meter
10162,Flow Rate,BLOODSTONE C 3H Water Meter,BLOODSTONE C 3H,Water Meter
10163,Flow Today,BLOODSTONE C 3H Water Meter,BLOODSTONE C 3H,Water Meter
10164,Flow Yesterday,BLOODSTONE C 3H Water Meter,BLOODSTONE C 3H,Water Meter
10165,Flow Rate,BLOODSTONE C 3H Oil Meter,BLOODSTONE C 3H,Oil Meter
10166,Flow Today,BLOODSTONE C 3H Oil Meter,BLOODSTONE C 3H,Oil Meter
10167,Flow Yesterday,BLOODSTONE C 3H Oil Meter,BLOODSTONE C 3H,Oil Meter
10168,Flow Rate,BLOODSTONE D H Water Meter,BLOODSTONE D 4H,Water Meter
10169,Flow Today,BLOODSTONE D H Water Meter,BLOODSTONE D 4H,Water Meter
10170,Flow Yesterday,BLOODSTONE D H Water Meter,BLOODSTONE D 4H,Water Meter
10171,Flow Rate,BLOODSTONE D 4H Oil Meter,BLOODSTONE D 4H,Oil Meter
10172,Flow Today,BLOODSTONE D 4H Oil Meter,BLOODSTONE D 4H,Oil Meter
10173,Flow Yesterday,BLOODSTONE D 4H Oil Meter,BLOODSTONE D 4H,Oil Meter
10174,Flow Rate,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10175,Differential Pressure,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10176,Static Pressure,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10177,Temperature,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10178,Flow Today,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10179,Flow Yesterday,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10180,Flow Accumulated,BLOODSTONE C 3H Gas Lift Meter,BLOODSTONE C 3H,Gas Meter
10181,Flow Rate,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10182,Differential Pressure,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10183,Static Pressure,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10184,Temperature,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10185,Flow Today,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10186,Flow Yesterday,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10187,Flow Accumulated,BLOODSTONE D 4H Gas Lift Meter,BLOODSTONE D 4H,Gas Meter
10188,Flow Rate,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10189,Differential Pressure,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10190,Static Pressure,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10191,Temperature,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10192,Flow Today,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10193,Flow Yesterday,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10194,Flow Accumulated,BLOODSTONE C 3H Production Meter,BLOODSTONE C 3H,Gas Meter
10195,Flow Rate,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10196,Differential Pressure,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10197,Static Pressure,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10198,Temperature,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10199,Flow Today,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10200,Flow Yesterday,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10201,Flow Accumulated,BLOODSTONE D 4H Production Meter,BLOODSTONE D 4H,Gas Meter
10202,Flow Rate,CARBONITE A1H Water Meter,CARBONITE A1H,Water Meter
10203,Flow Today,CARBONITE A1H Water Meter,CARBONITE A1H,Water Meter
10204,Flow Yesterday,CARBONITE A1H Water Meter,CARBONITE A1H,Water Meter
10205,Flow Rate,CARBONITE A1H Oil Meter,CARBONITE A1H,Oil Meter
10206,Flow Today,CARBONITE A1H Oil Meter,CARBONITE A1H,Oil Meter
10207,Flow Yesterday,CARBONITE A1H Oil Meter,CARBONITE A1H,Oil Meter
10208,Flow Rate,CARBONITE B2H Water Meter,CARBONITE B2H,Water Meter
10209,Flow Today,CARBONITE B2H Water Meter,CARBONITE B2H,Water Meter
10210,Flow Yesterday,CARBONITE B2H Water Meter,CARBONITE B2H,Water Meter
10211,Flow Rate,CARBONITE B2H Oil Meter,CARBONITE B2H,Oil Meter
10212,Flow Today,CARBONITE B2H Oil Meter,CARBONITE B2H,Oil Meter
10213,Flow Yesterday,CARBONITE B2H Oil Meter,CARBONITE B2H,Oil Meter
10214,Flow Rate,CARBONITE C3H Water Meter,CARBONITE C3H,Water Meter
10215,Flow Today,CARBONITE C3H Water Meter,CARBONITE C3H,Water Meter
10216,Flow Yesterday,CARBONITE C3H Water Meter,CARBONITE C3H,Water Meter
10217,Flow Rate,CARBONITE C3H Oil Meter,CARBONITE C3H,Oil Meter
10218,Flow Today,CARBONITE C3H Oil Meter,CARBONITE C3H,Oil Meter
10219,Flow Yesterday,CARBONITE C3H Oil Meter,CARBONITE C3H,Oil Meter
10220,Flow Rate,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10221,Differential Pressure,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10222,Static Pressure,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10223,Temperature,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10224,Flow Today,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10225,Flow Yesterday,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10226,Flow Accumulated,CARBONITE A1H Production Meter,CARBONITE A1H,Gas Meter
10227,Flow Rate,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10228,Differential Pressure,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10229,Static Pressure,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10230,Temperature,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10231,Flow Today,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10232,Flow Yesterday,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10233,Flow Accumulated,CARBONITE B2H Production Meter,CARBONITE B2H,Gas Meter
10234,Flow Rate,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10235,Differential Pressure,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10236,Static Pressure,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10237,Temperature,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10238,Flow Today,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10239,Flow Yesterday,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10240,Flow Accumulated,CARBONITE C3H Production Meter,CARBONITE C3H,Gas Meter
10241,Flow Rate,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10242,Differential Pressure,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10243,Static Pressure,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10244,Temperature,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10245,Flow Today,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10246,Flow Yesterday,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10247,Flow Accumulated,CARBONITE A1H Gas Lift Meter,CARBONITE A1H,Gas Meter
10248,Flow Rate,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10249,Differential Pressure,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10250,Static Pressure,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10251,Temperature,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10252,Flow Today,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10253,Flow Yesterday,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10254,Flow Accumulated,CARBONITE B2H Gas Lift Meter,CARBONITE B2H,Gas Meter
10255,Flow Rate,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10256,Differential Pressure,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10257,Static Pressure,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10258,Temperature,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10259,Flow Today,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10260,Flow Yesterday,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10261,Flow Accumulated,CARBONITE C3H Gas Lift Meter,CARBONITE C3H,Gas Meter
10262,Flow Rate,CORAL A 1H Water Meter,CORAL A 1H,Water Meter
10263,Flow Today,CORAL A 1H Water Meter,CORAL A 1H,Water Meter
10264,Flow Yesterday,CORAL A 1H Water Meter,CORAL A 1H,Water Meter
10265,Flow Rate,CORAL A 1H Oil Meter,CORAL A 1H,Oil Meter
10266,Flow Today,CORAL A 1H Oil Meter,CORAL A 1H,Oil Meter
10267,Flow Yesterday,CORAL A 1H Oil Meter,CORAL A 1H,Oil Meter
10268,Flow Rate,CORAL B 2H Water Meter,CORAL B 2H,Water Meter
10269,Flow Today,CORAL B 2H Water Meter,CORAL B 2H,Water Meter
10270,Flow Yesterday,CORAL B 2H Water Meter,CORAL B 2H,Water Meter
10271,Flow Rate,CORAL B 2H Oil Meter,CORAL B 2H,Oil Meter
10272,Flow Today,CORAL B 2H Oil Meter,CORAL B 2H,Oil Meter
10273,Flow Yesterday,CORAL B 2H Oil Meter,CORAL B 2H,Oil Meter
10274,Flow Rate,CORAL C 3H Water Meter,CORAL C 3H,Water Meter
10275,Flow Today,CORAL C 3H Water Meter,CORAL C 3H,Water Meter
10276,Flow Yesterday,CORAL C 3H Water Meter,CORAL C 3H,Water Meter
10277,Flow Rate,CORAL C 3H Oil Meter,CORAL C 3H,Oil Meter
10278,Flow Today,CORAL C 3H Oil Meter,CORAL C 3H,Oil Meter
10279,Flow Yesterday,CORAL C 3H Oil Meter,CORAL C 3H,Oil Meter
10280,Flow Rate,DIAMOND A1H Water Meter,DIAMOND A1H,Water Meter
10281,Flow Today,DIAMOND A1H Water Meter,DIAMOND A1H,Water Meter
10282,Flow Yesterday,DIAMOND A1H Water Meter,DIAMOND A1H,Water Meter
10283,Flow Rate,DIAMOND A1H Oil Meter,DIAMOND A1H,Oil Meter
10284,Flow Today,DIAMOND A1H Oil Meter,DIAMOND A1H,Oil Meter
10285,Flow Yesterday,DIAMOND A1H Oil Meter,DIAMOND A1H,Oil Meter
10286,Flow Rate,LAGER UNIT 4H Water Meter,LAGER UNIT 4H,Water Meter
10287,Flow Today,LAGER UNIT 4H Water Meter,LAGER UNIT 4H,Water Meter
10288,Flow Yesterday,LAGER UNIT 4H Water Meter,LAGER UNIT 4H,Water Meter
10289,Flow Rate,LAGER UNIT 4H Oil Meter,LAGER UNIT 4H,Oil Meter
10290,Flow Today,LAGER UNIT 4H Oil Meter,LAGER UNIT 4H,Oil Meter
10291,Flow Yesterday,LAGER UNIT 4H Oil Meter,LAGER UNIT 4H,Oil Meter
10292,Flow Rate,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10293,Differential Pressure,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10294,Static Pressure,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10295,Temperature,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10296,Flow Today,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10297,Flow Yesterday,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10298,Flow Accumulated,LAGER UNIT 4H Gas Lift Meter,LAGER UNIT 4H,Gas Meter
10299,Flow Rate,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10300,Differential Pressure,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10301,Static Pressure,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10302,Temperature,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10303,Flow Today,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10304,Flow Yesterday,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10305,Flow Accumulated,DIAMOND A1H Gas Lift Meter,DIAMOND A1H,Gas Meter
10306,Flow Rate,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10307,Differential Pressure,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10308,Static Pressure,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10309,Temperature,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10310,Flow Today,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10311,Flow Yesterday,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10312,Flow Accumulated,LAGER UNIT 4H Production Meter,LAGER UNIT 4H,Gas Meter
10313,Flow Rate,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10314,Differential Pressure,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10315,Static Pressure,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10316,Temperature,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10317,Flow Today,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10318,Flow Yesterday,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10319,Flow Accumulated,DIAMOND A1H Production Meter,DIAMOND A1H,Gas Meter
10320,Flow Rate,DRAGONSTONE A 1H Water Meter,DRAGONSTONE A 1H,Water Meter
10321,Flow Today,DRAGONSTONE A 1H Water Meter,DRAGONSTONE A 1H,Water Meter
10322,Flow Yesterday,DRAGONSTONE A 1H Water Meter,DRAGONSTONE A 1H,Water Meter
10323,Flow Rate,DRAGONSTONE A 1H Oil Meter,DRAGONSTONE A 1H,Oil Meter
10324,Flow Today,DRAGONSTONE A 1H Oil Meter,DRAGONSTONE A 1H,Oil Meter
10325,Flow Yesterday,DRAGONSTONE A 1H Oil Meter,DRAGONSTONE A 1H,Oil Meter
10326,Flow Rate,DRAGONSTONE B 2H Water Meter,DRAGONSTONE B 2H,Water Meter
10327,Flow Today,DRAGONSTONE B 2H Water Meter,DRAGONSTONE B 2H,Water Meter
10328,Flow Yesterday,DRAGONSTONE B 2H Water Meter,DRAGONSTONE B 2H,Water Meter
10329,Flow Rate,DRAGONSTONE B 2H Oil Meter,DRAGONSTONE B 2H,Oil Meter
10330,Flow Today,DRAGONSTONE B 2H Oil Meter,DRAGONSTONE B 2H,Oil Meter
10331,Flow Yesterday,DRAGONSTONE B 2H Oil Meter,DRAGONSTONE B 2H,Oil Meter
10332,Flow Rate,EMERALD A1H Water Meter,EMERALD A1H,Water Meter
10333,Flow Today,EMERALD A1H Water Meter,EMERALD A1H,Water Meter
10334,Flow Yesterday,EMERALD A1H Water Meter,EMERALD A1H,Water Meter
10335,Flow Rate,EMERALD A1H Oil Meter,EMERALD A1H,Oil Meter
10336,Flow Today,EMERALD A1H Oil Meter,EMERALD A1H,Oil Meter
10337,Flow Yesterday,EMERALD A1H Oil Meter,EMERALD A1H,Oil Meter
10338,Flow Rate,EMERALD B2H Water Meter,EMERALD B2H,Water Meter
10339,Flow Today,EMERALD B2H Water Meter,EMERALD B2H,Water Meter
10340,Flow Yesterday,EMERALD B2H Water Meter,EMERALD B2H,Water Meter
10341,Flow Rate,EMERALD B2H Oil Meter,EMERALD B2H,Oil Meter
10342,Flow Today,EMERALD B2H Oil Meter,EMERALD B2H,Oil Meter
10343,Flow Yesterday,EMERALD B2H Oil Meter,EMERALD B2H,Oil Meter
10344,Flow Rate,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10345,Differential Pressure,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10346,Static Pressure,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10347,Temperature,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10348,Flow Today,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10349,Flow Yesterday,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10350,Flow Accumulated,EMERALD A1H Gas Lift Meter,EMERALD A1H,Gas Meter
10351,Flow Rate,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10352,Differential Pressure,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10353,Static Pressure,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10354,Temperature,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10355,Flow Today,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10356,Flow Yesterday,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10357,Flow Accumulated,EMERALD B2H Gas Lift Meter,EMERALD B2H,Gas Meter
10358,Flow Rate,CINCO RANCH E #5H Gas Lift Meter,CINCO RANCH E #5H,Gas Meter
10359,Differential Pressure,CINCO RANCH E #5H Gas Lift Meter,CINCO RANCH E #5H,Gas Meter
